SlNo,State_Code,State,District_Key,District,Confirmed,Active,Recovered,Deceased,Migrated_Other,Delta_Confirmed,Delta_Active,Delta_Recovered,Delta_Deceased,District_Notes,Last_Updated
0,RJ,Rajasthan,RJ_BSF Camp,BSF Camp,85,0,85,0,0,0,0,0,0,,
515,RJ,Rajasthan,RJ_Bundi,Bundi,3053,119,2915,19,0,0,0,0,0,,
516,RJ,Rajasthan,RJ_Chittorgarh,Chittorgarh,3919,74,3805,40,0,0,0,0,0,,
517,RJ,Rajasthan,RJ_Churu,Churu,4376,2,4333,41,0,0,0,0,0,,
518,RJ,Rajasthan,RJ_Dausa,Dausa,2425,3,2398,24,0,0,0,0,0,,
519,RJ,Rajasthan,RJ_Dholpur,Dholpur,3760,5,3726,29,0,0,0,0,0,,
520,RJ,Rajasthan,RJ_Dungarpur,Dungarpur,4937,87,4816,34,0,0,0,0,0,,
0,RJ,Rajasthan,RJ_Evacuees,Evacuees,61,0,61,0,0,0,0,0,0,,
521,RJ,Rajasthan,RJ_Ganganagar,Ganganagar,6712,71,6599,42,0,0,0,0,0,,
522,RJ,Rajasthan,RJ_Hanumangarh,Hanumangarh,2972,22,2938,12,0,0,0,0,0,,
0,RJ,Rajasthan,RJ_Italians,Italians,2,0,2,0,0,0,0,0,0,,
523,RJ,Rajasthan,RJ_Jaipur,Jaipur,58683,766,57404,513,0,0,0,0,0,,
524,RJ,Rajasthan,RJ_Jaisalmer,Jaisalmer,2234,22,2187,25,0,0,0,0,0,,
525,RJ,Rajasthan,RJ_Jalore,Jalore,5608,26,5530,52,0,0,0,0,0,,
526,RJ,Rajasthan,RJ_Jhalawar,Jhalawar,3603,87,3492,24,0,0,0,0,0,,
527,RJ,Rajasthan,RJ_Jhunjhunu,Jhunjhunu,4561,22,4486,53,0,0,0,0,0,,
528,RJ,Rajasthan,RJ_Jodhpur,Jodhpur,44648,319,44028,301,0,0,0,0,0,,
529,RJ,Rajasthan,RJ_Karauli,Karauli,1547,10,1517,20,0,0,0,0,0,,
530,RJ,Rajasthan,RJ_Kota,Kota,19512,461,18882,169,0,0,0,0,0,,
531,RJ,Rajasthan,RJ_Nagaur,Nagaur,10111,283,9733,95,0,0,0,0,0,,
0,RJ,Rajasthan,RJ_Other State,Other State,189,0,150,39,0,0,0,0,0,,
532,RJ,Rajasthan,RJ_Pali,Pali,10972,52,10811,109,0,0,0,0,0,,
533,RJ,Rajasthan,RJ_Pratapgarh,Pratapgarh,1238,56,1161,21,0,0,0,0,0,,
534,RJ,Rajasthan,RJ_Rajsamand,Rajsamand,4140,112,3986,42,0,0,0,0,0,,
535,RJ,Rajasthan,RJ_Sawai Madhopur,Sawai Madhopur,2121,3,2092,26,0,0,0,0,0,,
536,RJ,Rajasthan,RJ_Sikar,Sikar,9045,67,8878,100,0,0,0,0,0,,
537,RJ,Rajasthan,RJ_Sirohi,Sirohi,3754,28,3697,29,0,0,0,0,0,,
538,RJ,Rajasthan,RJ_Tonk,Tonk,3456,14,3406,36,0,0,0,0,0,,
539,RJ,Rajasthan,RJ_Udaipur,Udaipur,11721,372,11236,113,0,0,0,0,0,,
540,SK,Sikkim,SK_East Sikkim,East Sikkim,1581,472,1106,3,0,0,0,0,0,,
541,SK,Sikkim,SK_North Sikkim,North Sikkim,5,4,1,0,0,0,0,0,0,,
542,SK,Sikkim,SK_South Sikkim,South Sikkim,498,425,73,0,0,0,0,0,0,,
543,SK,Sikkim,SK_West Sikkim,West Sikkim,102,87,15,0,0,0,0,0,0,,
0,TG,Telangana,TG_Foreign Evacuees,Foreign Evacuees,33,33,0,0,0,0,0,0,0,District-wise numbers are out-dated as cumulative counts for each district are not reported in Telangana bulletin,
0,TG,Telangana,TG_Other State,Other State,250,250,0,0,0,0,0,0,0,District-wise numbers are out-dated as cumulative counts for each district are not reported in Telangana bulletin,
576,TG,Telangana,TG_Adilabad,Adilabad,2845,2830,15,0,0,4,4,0,0,District-wise numbers are out-dated as cumulative counts for each district are not reported in Telangana bulletin,
577,TG,Telangana,TG_Bhadradri Kothagudem,Bhadradri Kothagudem,8945,8941,4,0,0,5,5,0,0,District-wise numbers are out-dated as cumulative counts for each district are not reported in Telangana bulletin,
578,TG,Telangana,TG_Hyderabad,Hyderabad,79502,79174,305,23,0,36,36,0,0,District-wise numbers are out-dated as cumulative counts for each district are not reported in Telangana bulletin,
579,TG,Telangana,TG_Jagtial,Jagtial,6112,6110,2,0,0,9,9,0,0,District-wise numbers are out-dated as cumulative counts for each district are not reported in Telangana bulletin,
580,TG,Telangana,TG_Jangaon,Jangaon,3603,3602,1,0,0,2,2,0,0,District-wise numbers are out-dated as cumulative counts for each district are not reported in Telangana bulletin,
581,TG,Telangana,TG_Jayashankar Bhupalapally,Jayashankar Bhupalapally,2494,2494,0,0,0,5,5,0,0,District-wise numbers are out-dated as cumulative counts for each district are not reported in Telangana bulletin,
582,TG,Telangana,TG_Jogulamba Gadwal,Jogulamba Gadwal,3367,3341,25,1,0,3,3,0,0,District-wise numbers are out-dated as cumulative counts for each district are not reported in Telangana bulletin,
583,TG,Telangana,TG_Kamareddy,Kamareddy,5590,5582,8,0,0,2,2,0,0,District-wise numbers are out-dated as cumulative counts for each district are not reported in Telangana bulletin,
584,TG,Telangana,TG_Karimnagar,Karimnagar,13705,13689,16,0,0,17,17,0,0,District-wise numbers are out-dated as cumulative counts for each district are not reported in Telangana bulletin,
585,TG,Telangana,TG_Khammam,Khammam,10552,10549,3,0,0,4,4,0,0,District-wise numbers are out-dated as cumulative counts for each district are not reported in Telangana bulletin,
586,TG,Telangana,TG_Komaram Bheem,Komaram Bheem,1597,1595,2,0,0,3,3,0,0,District-wise numbers are out-dated as cumulative counts for each district are not reported in Telangana bulletin,
587,TG,Telangana,TG_Mahabubabad,Mahabubabad,5399,5398,1,0,0,2,2,0,0,District-wise numbers are out-dated as cumulative counts for each district are not reported in Telangana bulletin,
588,TG,Telangana,TG_Mahabubnagar,Mahabubnagar,4979,4971,8,0,0,6,6,0,0,District-wise numbers are out-dated as cumulative counts for each district are not reported in Telangana bulletin,
589,TG,Telangana,TG_Mancherial,Mancherial,5397,5396,0,1,0,8,8,0,0,District-wise numbers are out-dated as cumulative counts for each district are not reported in Telangana bulletin,
590,TG,Telangana,TG_Medak,Medak,3649,3645,4,0,0,4,4,0,0,District-wise numbers are out-dated as cumulative counts for each district are not reported in Telangana bulletin,
591,TG,Telangana,TG_Medchal Malkajgiri,Medchal Malkajgiri,19542,19532,9,1,0,16,16,0,0,District-wise numbers are out-dated as cumulative counts for each district are not reported in Telangana bulletin,
592,TG,Telangana,TG_Mulugu,Mulugu,2956,2954,2,0,0,2,2,0,0,District-wise numbers are out-dated as cumulative counts for each district are not reported in Telangana bulletin,
593,TG,Telangana,TG_Nagarkurnool,Nagarkurnool,4391,4389,2,0,0,5,5,0,0,District-wise numbers are out-dated as cumulative counts for each district are not reported in Telangana bulletin,
594,TG,Telangana,TG_Nalgonda,Nalgonda,12310,12298,12,0,0,6,6,0,0,District-wise numbers are out-dated as cumulative counts for each district are not reported in Telangana bulletin,
595,TG,Telangana,TG_Narayanpet,Narayanpet,1121,1120,0,1,0,0,0,0,0,District-wise numbers are out-dated as cumulative counts for each district are not reported in Telangana bulletin,
596,TG,Telangana,TG_Nirmal,Nirmal,2613,2600,13,0,0,5,5,0,0,District-wise numbers are out-dated as cumulative counts for each district are not reported in Telangana bulletin,
597,TG,Telangana,TG_Nizamabad,Nizamabad,8095,8065,30,0,0,8,8,0,0,District-wise numbers are out-dated as cumulative counts for each district are not reported in Telangana bulletin,
598,TG,Telangana,TG_Peddapalli,Peddapalli,5774,5773,1,0,0,9,9,0,0,District-wise numbers are out-dated as cumulative counts for each district are not reported in Telangana bulletin,
599,TG,Telangana,TG_Rajanna Sircilla,Rajanna Sircilla,5074,5072,2,0,0,0,0,0,0,District-wise numbers are out-dated as cumulative counts for each district are not reported in Telangana bulletin,
600,TG,Telangana,TG_Ranga Reddy,Ranga Reddy,24179,24160,17,2,0,14,14,0,0,District-wise numbers are out-dated as cumulative counts for each district are not reported in Telangana bulletin,
601,TG,Telangana,TG_Sangareddy,Sangareddy,7952,7946,6,0,0,10,10,0,0,District-wise numbers are out-dated as cumulative counts for each district are not reported in Telangana bulletin,
602,TG,Telangana,TG_Siddipet,Siddipet,7911,7910,1,0,0,7,7,0,0,District-wise numbers are out-dated as cumulative counts for each district are not reported in Telangana bulletin,
603,TG,Telangana,TG_Suryapet,Suryapet,7039,7015,24,0,0,4,4,0,0,District-wise numbers are out-dated as cumulative counts for each district are not reported in Telangana bulletin,
604,TG,Telangana,TG_Vikarabad,Vikarabad,2532,2516,15,1,0,4,4,0,0,District-wise numbers are out-dated as cumulative counts for each district are not reported in Telangana bulletin,
605,TG,Telangana,TG_Wanaparthy,Wanaparthy,3542,3542,0,0,0,2,2,0,0,District-wise numbers are out-dated as cumulative counts for each district are not reported in Telangana bulletin,
606,TG,Telangana,TG_Warangal Rural,Warangal Rural,3745,3745,0,0,0,3,3,0,0,District-wise numbers are out-dated as cumulative counts for each district are not reported in Telangana bulletin,
607,TG,Telangana,TG_Warangal Urban,Warangal Urban,11764,11741,23,0,0,10,10,0,0,District-wise numbers are out-dated as cumulative counts for each district are not reported in Telangana bulletin,
608,TG,Telangana,TG_Yadadri Bhuvanagiri,Yadadri Bhuvanagiri,4001,4001,0,0,0,6,6,0,0,District-wise numbers are out-dated as cumulative counts for each district are not reported in Telangana bulletin,
0,TN,Tamil Nadu,TN_Railway Quarantine,Railway Quarantine,428,0,428,0,0,0,0,0,0,,
0,TN,Tamil Nadu,TN_Airport Quarantine,Airport Quarantine,1973,6,1965,2,0,0,0,0,0,,
0,TN,Tamil Nadu,TN_Other State,Other State,0,-3,0,3,0,0,0,0,0,,
544,TN,Tamil Nadu,TN_Ariyalur,Ariyalur,4674,9,4616,49,0,2,0,2,0,,
732,TN,Tamil Nadu,TN_Chengalpattu,Chengalpattu,51206,379,50065,762,0,46,1,45,0,,
545,TN,Tamil Nadu,TN_Chennai,Chennai,230026,1752,224192,4082,0,166,-41,206,1,[July 22]: 444 backdated deceased entries added to Chennai in TN bulletin.,
546,TN,Tamil Nadu,TN_Coimbatore,Coimbatore,53966,498,52802,666,0,48,-16,64,0,,
547,TN,Tamil Nadu,TN_Cuddalore,Cuddalore,24876,35,24557,284,0,3,-10,13,0,,
548,TN,Tamil Nadu,TN_Dharmapuri,Dharmapuri,6563,35,6474,54,0,10,1,9,0,,
549,TN,Tamil Nadu,TN_Dindigul,Dindigul,11181,65,10918,198,0,17,10,7,0,,
550,TN,Tamil Nadu,TN_Erode,Erode,14195,131,13916,148,0,27,7,20,0,,
734,TN,Tamil Nadu,TN_Kallakurichi,Kallakurichi,10869,19,10742,108,0,3,-1,4,0,,
551,TN,Tamil Nadu,TN_Kancheepuram,Kancheepuram,29150,137,28575,438,0,16,2,14,0,,
552,TN,Tamil Nadu,TN_Kanyakumari,Kanyakumari,16722,84,16381,257,0,8,-9,17,0,,
553,TN,Tamil Nadu,TN_Karur,Karur,5370,49,5271,50,0,2,-5,7,0,,
554,TN,Tamil Nadu,TN_Krishnagiri,Krishnagiri,8034,35,7882,117,0,7,-3,10,0,,
555,TN,Tamil Nadu,TN_Madurai,Madurai,20912,135,20321,456,0,11,-2,13,0,,
556,TN,Tamil Nadu,TN_Nagapattinam,Nagapattinam,8386,62,8192,132,0,15,6,9,0,,
557,TN,Tamil Nadu,TN_Namakkal,Namakkal,11528,83,11335,110,0,7,-4,11,0,,
564,TN,Tamil Nadu,TN_Nilgiris,Nilgiris,8147,55,8045,47,0,10,6,4,0,,
558,TN,Tamil Nadu,TN_Perambalur,Perambalur,2262,3,2238,21,0,2,2,0,0,,
559,TN,Tamil Nadu,TN_Pudukkottai,Pudukkottai,11523,28,11339,156,0,2,-7,9,0,,
560,TN,Tamil Nadu,TN_Ramanathapuram,Ramanathapuram,6401,20,6244,137,0,1,-3,4,0,,
733,TN,Tamil Nadu,TN_Ranipet,Ranipet,16076,37,15852,187,0,12,12,0,0,,
561,TN,Tamil Nadu,TN_Salem,Salem,32277,144,31668,465,0,16,-17,33,0,,
562,TN,Tamil Nadu,TN_Sivaganga,Sivaganga,6633,31,6476,126,0,4,-2,6,0,,
731,TN,Tamil Nadu,TN_Tenkasi,Tenkasi,8389,47,8184,158,0,9,2,7,0,,
563,TN,Tamil Nadu,TN_Thanjavur,Thanjavur,17604,115,17245,244,0,9,-6,15,0,,
565,TN,Tamil Nadu,TN_Theni,Theni,17050,57,16788,205,0,7,4,3,0,,
566,TN,Tamil Nadu,TN_Thiruvallur,Thiruvallur,43379,227,42465,687,0,21,2,19,0,,
567,TN,Tamil Nadu,TN_Thiruvarur,Thiruvarur,11142,80,10953,109,0,27,22,5,0,,
568,TN,Tamil Nadu,TN_Thoothukkudi,Thoothukkudi,16240,45,16054,141,0,8,0,8,0,,
569,TN,Tamil Nadu,TN_Tiruchirappalli,Tiruchirappalli,14571,106,14286,179,0,7,-5,12,0,,
570,TN,Tamil Nadu,TN_Tirunelveli,Tirunelveli,15517,59,15245,213,0,7,-8,14,1,,
735,TN,Tamil Nadu,TN_Tirupathur,Tirupathur,7549,22,7402,125,0,3,-1,4,0,,
571,TN,Tamil Nadu,TN_Tiruppur,Tiruppur,17698,165,17313,220,0,30,-4,34,0,,
572,TN,Tamil Nadu,TN_Tiruvannamalai,Tiruvannamalai,19328,34,19011,283,0,5,-2,7,0,,
573,TN,Tamil Nadu,TN_Vellore,Vellore,20642,110,20185,347,0,8,-16,24,0,,
574,TN,Tamil Nadu,TN_Viluppuram,Viluppuram,15149,42,14995,112,0,6,1,5,0,,
575,TN,Tamil Nadu,TN_Virudhunagar,Virudhunagar,16535,46,16258,231,0,4,-5,9,0,,
609,TR,Tripura,TR_Dhalai,Dhalai,3473,1,3453,18,1,0,0,0,0,,
610,TR,Tripura,TR_Gomati,Gomati,3929,1,3883,44,1,0,0,0,0,,
611,TR,Tripura,TR_Khowai,Khowai,1840,2,1807,31,0,0,-1,1,0,,
612,TR,Tripura,TR_North Tripura,North Tripura,2759,2,2734,16,7,0,0,0,0,,
613,TR,Tripura,TR_Sipahijala,Sipahijala,2881,1,2841,39,0,0,0,0,0,,
614,TR,Tripura,TR_South Tripura,South Tripura,4055,2,4027,23,3,0,0,0,0,,
615,TR,Tripura,TR_Unokoti,Unokoti,2767,1,2743,23,0,0,0,0,0,,
616,TR,Tripura,TR_West Tripura,West Tripura,11637,24,11408,194,11,2,0,2,0,,
617,UP,Uttar Pradesh,UP_Agra,Agra,10444,67,10206,171,0,0,0,0,0,,
618,UP,Uttar Pradesh,UP_Aligarh,Aligarh,11318,66,11197,55,0,0,0,0,0,,
619,UP,Uttar Pradesh,UP_Ambedkar Nagar,Ambedkar Nagar,1905,57,1804,44,0,0,0,0,0,,
620,UP,Uttar Pradesh,UP_Amethi,Amethi,3728,72,3617,39,0,0,0,0,0,,
621,UP,Uttar Pradesh,UP_Amroha,Amroha,4309,26,4233,50,0,0,0,0,0,,
622,UP,Uttar Pradesh,UP_Auraiya,Auraiya,3527,35,3445,47,0,0,0,0,0,,
765,UP,Uttar Pradesh,UP_Ayodhya,Ayodhya,8098,186,7790,122,0,0,0,0,0,,
623,UP,Uttar Pradesh,UP_Azamgarh,Azamgarh,6016,67,5853,96,0,0,0,0,0,,
624,UP,Uttar Pradesh,UP_Baghpat,Baghpat,2327,17,2275,35,0,0,0,0,0,,
625,UP,Uttar Pradesh,UP_Bahraich,Bahraich,4113,51,3988,74,0,0,0,0,0,,
626,UP,Uttar Pradesh,UP_Ballia,Ballia,7879,127,7646,106,0,0,0,0,0,,
627,UP,Uttar Pradesh,UP_Balrampur,Balrampur,2185,101,2050,34,0,0,0,0,0,,
628,UP,Uttar Pradesh,UP_Banda,Banda,3845,37,3765,43,0,0,0,0,0,,
629,UP,Uttar Pradesh,UP_Barabanki,Barabanki,7794,48,7645,101,0,0,0,0,0,,
630,UP,Uttar Pradesh,UP_Bareilly,Bareilly,14474,195,14114,165,0,0,0,0,0,,
631,UP,Uttar Pradesh,UP_Basti,Basti,5154,94,4963,97,0,0,0,0,0,,
632,UP,Uttar Pradesh,UP_Bhadohi,Bhadohi,2235,64,2149,22,0,0,0,0,0,,
633,UP,Uttar Pradesh,UP_Bijnor,Bijnor,4378,48,4267,63,0,0,0,0,0,,
634,UP,Uttar Pradesh,UP_Budaun,Budaun,4001,17,3939,45,0,0,0,0,0,,
635,UP,Uttar Pradesh,UP_Bulandshahr,Bulandshahr,6226,61,6073,92,0,0,0,0,0,,
636,UP,Uttar Pradesh,UP_Chandauli,Chandauli,4843,40,4739,64,0,0,0,0,0,,
637,UP,Uttar Pradesh,UP_Chitrakoot,Chitrakoot,2182,5,2162,15,0,0,0,0,0,,
638,UP,Uttar Pradesh,UP_Deoria,Deoria,6745,70,6580,95,0,0,0,0,0,,
639,UP,Uttar Pradesh,UP_Etah,Etah,2531,42,2462,27,0,0,0,0,0,,
640,UP,Uttar Pradesh,UP_Etawah,Etawah,5747,48,5594,105,0,0,0,0,0,,
642,UP,Uttar Pradesh,UP_Farrukhabad,Farrukhabad,4683,16,4579,88,0,0,0,0,0,,
643,UP,Uttar Pradesh,UP_Fatehpur,Fatehpur,3822,89,3666,67,0,0,0,0,0,,
644,UP,Uttar Pradesh,UP_Firozabad,Firozabad,3860,14,3778,68,0,0,0,0,0,,
645,UP,Uttar Pradesh,UP_Gautam Buddha Nagar,Gautam Buddha Nagar,25302,70,25141,91,0,0,0,0,0,,
646,UP,Uttar Pradesh,UP_Ghaziabad,Ghaziabad,26509,162,26245,102,0,0,0,0,0,,
647,UP,Uttar Pradesh,UP_Ghazipur,Ghazipur,5232,39,5103,90,0,0,0,0,0,,
648,UP,Uttar Pradesh,UP_Gonda,Gonda,5052,30,4954,68,0,0,0,0,0,,
649,UP,Uttar Pradesh,UP_Gorakhpur,Gorakhpur,21353,116,20883,354,0,0,0,0,0,,
650,UP,Uttar Pradesh,UP_Hamirpur,Hamirpur,1576,2,1553,21,0,0,0,0,0,,
651,UP,Uttar Pradesh,UP_Hapur,Hapur,4368,25,4275,68,0,0,0,0,0,,
652,UP,Uttar Pradesh,UP_Hardoi,Hardoi,5902,85,5708,109,0,0,0,0,0,,
653,UP,Uttar Pradesh,UP_Hathras,Hathras,1307,14,1286,7,0,0,0,0,0,,
654,UP,Uttar Pradesh,UP_Jalaun,Jalaun,3966,40,3879,47,0,0,0,0,0,,
655,UP,Uttar Pradesh,UP_Jaunpur,Jaunpur,6678,49,6530,99,0,0,0,0,0,,
656,UP,Uttar Pradesh,UP_Jhansi,Jhansi,10367,83,10106,178,0,0,0,0,0,,
657,UP,Uttar Pradesh,UP_Kannauj,Kannauj,3494,18,3428,48,0,0,0,0,0,,
658,UP,Uttar Pradesh,UP_Kanpur Dehat,Kanpur Dehat,2117,49,2032,36,0,0,0,0,0,,
659,UP,Uttar Pradesh,UP_Kanpur Nagar,Kanpur Nagar,32741,208,31698,835,0,0,0,0,0,,
660,UP,Uttar Pradesh,UP_Kasganj,Kasganj,1964,52,1906,6,0,0,0,0,0,,
661,UP,Uttar Pradesh,UP_Kaushambi,Kaushambi,2267,2,2238,27,0,0,0,0,0,,
663,UP,Uttar Pradesh,UP_Kushinagar,Kushinagar,5689,70,5558,61,0,0,0,0,0,,
662,UP,Uttar Pradesh,UP_Lakhimpur Kheri,Lakhimpur Kheri,7650,135,7418,97,0,0,0,0,0,,
664,UP,Uttar Pradesh,UP_Lalitpur,Lalitpur,3420,43,3330,47,0,0,0,0,0,,
665,UP,Uttar Pradesh,UP_Lucknow,Lucknow,81022,1740,78118,1164,0,0,0,0,0,,
667,UP,Uttar Pradesh,UP_Maharajganj,Maharajganj,5797,6,5700,91,0,0,0,0,0,,
666,UP,Uttar Pradesh,UP_Mahoba,Mahoba,1471,2,1457,12,0,0,0,0,0,,
668,UP,Uttar Pradesh,UP_Mainpuri,Mainpuri,3804,53,3675,76,0,0,0,0,0,,
669,UP,Uttar Pradesh,UP_Mathura,Mathura,6802,50,6642,110,0,0,0,0,0,,
670,UP,Uttar Pradesh,UP_Mau,Mau,3057,25,2993,39,0,0,0,0,0,,
671,UP,Uttar Pradesh,UP_Meerut,Meerut,22177,554,21189,434,0,0,0,0,0,,
672,UP,Uttar Pradesh,UP_Mirzapur,Mirzapur,3437,20,3375,42,0,0,0,0,0,,
673,UP,Uttar Pradesh,UP_Moradabad,Moradabad,11845,104,11561,180,0,0,0,0,0,,
674,UP,Uttar Pradesh,UP_Muzaffarnagar,Muzaffarnagar,8735,223,8403,109,0,0,0,0,0,,
675,UP,Uttar Pradesh,UP_Pilibhit,Pilibhit,4192,36,4077,79,0,0,0,0,0,,
676,UP,Uttar Pradesh,UP_Pratapgarh,Pratapgarh,5378,32,5274,72,0,0,0,0,0,,
677,UP,Uttar Pradesh,UP_Prayagraj,Prayagraj,29016,318,28295,403,0,0,0,0,0,,
678,UP,Uttar Pradesh,UP_Rae Bareli,Rae Bareli,5459,116,5234,109,0,0,0,0,0,,
679,UP,Uttar Pradesh,UP_Rampur,Rampur,5474,47,5371,56,0,0,0,0,0,,
680,UP,Uttar Pradesh,UP_Saharanpur,Saharanpur,10020,129,9756,135,0,0,0,0,0,,
681,UP,Uttar Pradesh,UP_Sambhal,Sambhal,3200,146,3009,45,0,0,0,0,0,,
682,UP,Uttar Pradesh,UP_Sant Kabir Nagar,Sant Kabir Nagar,3366,57,3265,44,0,0,0,0,0,,
683,UP,Uttar Pradesh,UP_Shahjahanpur,Shahjahanpur,6926,64,6749,113,0,0,0,0,0,,
684,UP,Uttar Pradesh,UP_Shamli,Shamli,3634,21,3583,30,0,0,0,0,0,,
685,UP,Uttar Pradesh,UP_Shrawasti,Shrawasti,1360,23,1319,18,0,0,0,0,0,,
686,UP,Uttar Pradesh,UP_Siddharthnagar,Siddharthnagar,4077,60,3964,53,0,0,0,0,0,,
687,UP,Uttar Pradesh,UP_Sitapur,Sitapur,4807,18,4708,81,0,0,0,0,0,,
688,UP,Uttar Pradesh,UP_Sonbhadra,Sonbhadra,4944,98,4773,73,0,0,0,0,0,,
689,UP,Uttar Pradesh,UP_Sultanpur,Sultanpur,4959,149,4733,77,0,0,0,0,0,,
690,UP,Uttar Pradesh,UP_Unnao,Unnao,4541,131,4324,86,0,0,0,0,0,,
691,UP,Uttar Pradesh,UP_Varanasi,Varanasi,23303,254,22596,453,0,0,0,0,0,,
692,UT,Uttarakhand,UT_Almora,Almora,3249,136,2972,25,116,3,3,0,0,,
693,UT,Uttarakhand,UT_Bageshwar,Bageshwar,1537,128,1391,18,0,0,-1,1,0,,
694,UT,Uttarakhand,UT_Chamoli,Chamoli,3455,82,3282,15,76,0,-4,4,0,,
695,UT,Uttarakhand,UT_Champawat,Champawat,1811,-25,1753,9,74,2,-30,32,0,,
696,UT,Uttarakhand,UT_Dehradun,Dehradun,29035,424,27266,922,423,66,1,65,0,,
697,UT,Uttarakhand,UT_Haridwar,Haridwar,13897,229,13364,152,152,10,-16,26,0,,
698,UT,Uttarakhand,UT_Nainital,Nainital,12427,305,11827,227,68,21,-6,27,0,,
699,UT,Uttarakhand,UT_Pauri Garhwal,Pauri Garhwal,5147,59,5006,58,24,4,4,0,0,,
700,UT,Uttarakhand,UT_Pithoragarh,Pithoragarh,3340,74,3221,45,0,2,-8,10,0,,
701,UT,Uttarakhand,UT_Rudraprayag,Rudraprayag,2263,37,2210,10,6,1,1,0,0,,
702,UT,Uttarakhand,UT_Tehri Garhwal,Tehri Garhwal,4224,85,3973,16,150,4,-2,6,0,,
703,UT,Uttarakhand,UT_Udham Singh Nagar,Udham Singh Nagar,11414,100,11083,115,116,9,-25,34,0,,
704,UT,Uttarakhand,UT_Uttarkashi,Uttarkashi,3787,67,3594,17,109,0,-7,7,0,,
705,WB,West Bengal,WB_Alipurduar,Alipurduar,7686,37,7563,86,0,1,-1,2,0,,
706,WB,West Bengal,WB_Bankura,Bankura,11753,212,11450,91,0,18,-5,23,0,,
707,WB,West Bengal,WB_Birbhum,Birbhum,9941,185,9667,89,0,10,4,6,0,,
708,WB,West Bengal,WB_Cooch Behar,Cooch Behar,11794,77,11645,72,0,4,-1,5,0,,
709,WB,West Bengal,WB_Dakshin Dinajpur,Dakshin Dinajpur,8143,45,8024,74,0,3,2,1,0,,
710,WB,West Bengal,WB_Darjeeling,Darjeeling,18225,222,17800,203,0,12,-2,14,0,,
711,WB,West Bengal,WB_Hooghly,Hooghly,29292,276,28534,482,0,19,-22,41,0,,
712,WB,West Bengal,WB_Howrah,Howrah,35427,296,34094,1037,0,22,-15,35,2,,
713,WB,West Bengal,WB_Jalpaiguri,Jalpaiguri,14601,150,14292,159,0,7,0,7,0,,
714,WB,West Bengal,WB_Jhargram,Jhargram,3029,42,2965,22,0,1,-1,2,0,,
715,WB,West Bengal,WB_Kalimpong,Kalimpong,2215,40,2150,25,0,1,0,1,0,,
716,WB,West Bengal,WB_Kolkata,Kolkata,127274,1256,122960,3058,0,89,-12,98,3,,
717,WB,West Bengal,WB_Malda,Malda,12619,116,12390,113,0,5,-2,7,0,,
719,WB,West Bengal,WB_Murshidabad,Murshidabad,12230,197,11884,149,0,6,-8,14,0,,
720,WB,West Bengal,WB_Nadia,Nadia,22400,239,21850,311,0,17,-10,26,1,,
721,WB,West Bengal,WB_North 24 Parganas,North 24 Parganas,121097,1661,116984,2452,0,128,2,123,3,,
0,WB,West Bengal,WB_Other State,Other State,66,0,63,3,0,0,0,0,0,,
722,WB,West Bengal,WB_Paschim Bardhaman,Paschim Bardhaman,16097,315,15615,167,0,13,3,10,0,,
718,WB,West Bengal,WB_Paschim Medinipur,Paschim Medinipur,20136,161,19667,308,0,7,-1,8,0,,
723,WB,West Bengal,WB_Purba Bardhaman,Purba Bardhaman,12577,131,12346,100,0,7,1,6,0,,
724,WB,West Bengal,WB_Purba Medinipur,Purba Medinipur,20530,227,20025,278,0,11,-2,13,0,,
725,WB,West Bengal,WB_Purulia,Purulia,7133,116,6969,48,0,5,0,5,0,,
726,WB,West Bengal,WB_South 24 Parganas,South 24 Parganas,36859,290,35862,707,0,17,-6,22,1,,
727,WB,West Bengal,WB_Uttar Dinajpur,Uttar Dinajpur,6590,105,6412,73,0,7,2,5,0,,
728,AN,Andaman and Nicobar Islands,AN_Unknown,Unknown,4940,4,4874,62,0,0,0,0,0,,
729,AP,Andhra Pradesh,AP_Unknown,Unknown,0,0,0,0,0,0,0,0,0,,
730,AR,Arunachal Pradesh,AR_Unknown,Unknown,0,0,0,0,0,0,0,0,0,,
731,AS,Assam,AS_Unknown,Unknown,102202,-66902,167475,282,1347,0,0,0,0,,
732,BR,Bihar,BR_Unknown,Unknown,0,0,0,0,0,0,0,0,0,,
733,CH,Chandigarh,CH_Unknown,Unknown,0,0,0,0,0,0,0,0,0,,
734,CT,Chhattisgarh,CT_Unknown,Unknown,0,0,0,0,0,0,0,0,0,,
735,DN,Dadra and Nagar Haveli and Daman and Diu,DN_Unknown,Unknown,0,0,0,0,0,0,0,0,0,,
737,DL,Delhi,DL_Unknown,Unknown,632951,1093,621060,10798,0,0,0,0,0,,
738,GA,Goa,GA_Unknown,Unknown,46488,-2753,48672,569,0,0,0,0,0,,
739,GJ,Gujarat,GJ_Unknown,Unknown,0,0,0,0,0,0,0,0,0,,
740,HR,Haryana,HR_Unknown,Unknown,0,0,0,0,0,0,0,0,0,,
741,HP,Himachal Pradesh,HP_Unknown,Unknown,0,0,0,0,0,0,0,0,0,,
742,JK,Jammu and Kashmir,JK_Unknown,Unknown,0,0,0,0,0,0,0,0,0,,
743,JH,Jharkhand,JH_Unknown,Unknown,0,0,0,0,0,0,0,0,0,,
